1467	Merzak Allouache	Merzak Allouache#Caroline Thivel	Gad Elmaleh#Messaoud Hattau#Magaly Berdy	French#Arabic	Salut Cousin! is the tale of two Algerian cousins and their mishaps in the racially volatile environment of Paris.
1468	Jeff Pollack	Takashi Bufford#J. Stanford Parker	Jamie Foxx#Tommy Davidson#Vivica A. Fox	English	Two friends who have gone too long without sex set out to get some.
1470	None	None	None	English	None
1471	Mark Christopher#Tom DeCerchio	Mark Christopher#Tom DeCerchio	Michael Saucedo#Justin Urich#Travis Sher	English	Compilation of four short films about homoerotic situations involving young men. Tom DeCerchio directed "Nunzio's Second Cousin", telling the story of a gay cop who forces a gay-basher to ...
1472	John Irvin	Ken Solarz	Harvey Keitel#Stephen Dorff#Timothy Hutton	USA	A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.
1473	Tamra Davis	Art Edler Brown#Tracy Fraim	Dean Cain#Andy Dick#Sean Patrick Flanery	English	The film opens with four tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry ...
1474	John Pasquin	Hervé Palud#Thierry Lhermitte	Tim Allen#Martin Short#JoBeth Williams	USA#France	A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.
1475	Mira Nair	Helena Kriel#Mira Nair	Naveen Andrews#Sarita Choudhury#Indira Varma	English#Italian	Two female friends become sexual rivals at maturity.
1476	Betty Thomas	Howard Stern#Len Blum	Howard Stern#Mary McCormack#Robin Quivers	English	The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.
1477	Theodore Witcher	Theodore Witcher	Larenz Tate#Nia Long#Isaiah Washington	English	Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a "love thing" or are just "...
1479	Phillip Noyce	Leslie Charteris#Jonathan Hensleigh	Val Kilmer#Elisabeth Shue#Rade Serbedzija	USA	Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.
1480	Bille August	Peter Høeg#Ann Biderman	Julia Ormond#Ona Fletcher#Agga Olsen	English#Inuktitut	A 6 y.o. Inuit boy runs off a snowy roof in Copenhagen and dies. Smilla, a half Inuit who lives in the building and knows the boy, looks into it. What makes an acrophobic boy run up on the roof? The clues take her to Greenland.
1482	David Breashears	None	None	English	
1483	David Cronenberg	J.G. Ballard#David Cronenberg	James Spader#Holly Hunter#Elias Koteas	English#Swedish	After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.
1484	Greg Mottola	Greg Mottola	Hope Davis#Stanley Tucci#Parker Posey	English	When a happily married woman discovers a love letter written by her husband to an unknown party, she enlists her dysfunctional family to discover the truth.
1485	Tom Shadyac	Paul Guay#Stephen Mazur	Jim Carrey#Maura Tierney#Amanda Donohoe	USA	A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.
1486	Rolf de Heer	Rolf de Heer	Celine O'Leary#Chloe Ferguson#Paul Blackwell	Australia#Italy#France	A seven-year-old girl adopts a vow of silence in protest when her quarrelsome parents grow increasingly hostile to one another.
1487	Gregory Nava	Gregory Nava	Jennifer Lopez#Edward James Olmos#Jon Seda	USA	The true story of Selena Quintanilla-Perez, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart topping albums on the Latin music charts.
1488	Alan J. Pakula	Kevin Jarre#David Aaron Cohen	Harrison Ford#Brad Pitt#Margaret Colin	English	A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.
1489	Mark Dindal	Mark Dindal#Robert Lence	Scott Bakula#Jasmine Guy#Natalie Cole	USA	Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.
1490	Robert Townsend	Troy Byer	Halle Berry#Natalie Desselle Reid#Martin Landau	English#Italian	Two tacky homegirls move to L.A. to become dancers; instead they scam a dying millionaire but eventually become B*A*P*S (Black American Princesses).
1493	Emma-Kate Croghan	Stavros Kazantzidis#Yael Bergman	Frances O'Connor#Alice Garner#Matt Day	English	A day in the life of two film-school students trying to find love and another house-mate.
1494	Randall Miller	Christopher Reed#Cynthia Carle	Marlon Wayans#Kadeem Hardison#David Paymer	English	Antoine and Kenny Tyler are NCAA college basketball players, and Antoine is the star of the team. Suddenly Antoine dies of a heart attack and Kenny has to fill his shoes as leader of the ...
1495	Shuki Levy#David Winning	Shuki Levy#Shell Danielson	Jason David Frank#Catherine Sutherland#Hilary Shepard	USA#Japan	The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly ...
1496	Bernard Rose	Leo Tolstoy#Bernard Rose	Sophie Marceau#Sean Bean#Alfred Molina	USA	Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy.
1497	Hark Tsui	Don Jakoby#Don Jakoby	Jean-Claude Van Damme#Dennis Rodman#Mickey Rourke	English#Italian	An international spy teams up with an arms dealer to escape from a penal colony and rescue his family from a terrorist.
1498	Pat O'Connor	Sue Miller#Ken Hixon	Liv Tyler#Jennifer Connelly#Joaquin Phoenix	English	Two working class brothers court three wealthy and beautiful sisters in a small Illinois town.
1499	Luis Llosa	Hans Bauer#Jim Cash	Jon Voight#Jennifer Lopez#Eric Stoltz	USA	A "National Geographic" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.
1500	George Armitage	Tom Jankiewicz#Tom Jankiewicz	John Cusack#Minnie Driver#Dan Aykroyd	English	Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.
1501	Leslie Greif	Brian Fair Berkey#Harley Peyton	Eric Stoltz#James Spader#Deborah Kara Unger	English	Richter is a lazy son of a wealthy woman, who's put up with too much so no more money. He's about to lose his local newspaper job arranged by his mom. Richter owes money to a violent drug dealer/blackmailer but sees his wife. Death wish?
1502	Lynne Stopkewich	Angus Fraser#Lynne Stopkewich	Molly Parker#Peter Outerbridge#Jay Brazeau	English	Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.
1503	Tom Schulman	Tom Schulman	Joe Pesci#Andy Comeau#Kristy Swanson	USA#UK	A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched.
1504	Angela Pope	Neville Bolt#Paula Milne	Sam Bould#Martin Donovan#Ian Hart	English	Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long...
1507	Bruce Beresford	David Giles#Martin Meader	Glenn Close#Frances McDormand#Pauline Collins	English#Japanese#Dutch#Malay	A group of women who are imprisoned on the island of Sumatra by the Japanese during World War II use music as relieve their misery.
1508	Jack N. Green	Jim McGlynn	Bill Paxton#Mark Wahlberg#Julianna Margulies	English	A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an ...
1509	Alex Sichel	Sylvia Sichel	Alison Folland#Tara Subkoff#Cole Hauser	USA	Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is ...
1510	Seth Zvi Rosenfeld	Seth Zvi Rosenfeld#Seth Zvi Rosenfeld	Nick Chinlund#Michael Raynor#Justin Pierce	USA	Two brothers, Lex and younger Mick, are living in Harlem. Mick is a policeman, and Lex, who spent youth years in reformatory because of injustice after he confronted the cop who tried to ...
1511	Nana Dzhordzhadze	Irakli Kvirikadze#André Grall	Pierre Richard#Nino Kirtadze#Micheline Presle	France#Georgia#Ukraine#Belgium#Russia#Germany	The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the ...
1513	David Mirkin	Robin Schiff#Robin Schiff	Mira Sorvino#Lisa Kudrow#Janeane Garofalo	English	Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.
1514	Kaige Chen	Kaige Chen#Kei Shu	Leslie Cheung#Li Gong#Kevin Lin	China#Hong Kong	Not far from Shanghai, in a country town stands the palatial home of the Pang family. Old Master Pang is an addict who brings up his beautiful daughter Ruyi on opium smoke. Her older ...
1515	Mick Jackson	Jerome Armstrong#Jerome Armstrong	Tommy Lee Jones#Anne Heche#Gaby Hoffmann	English#Spanish#German	A volcano erupts in downtown Los Angeles, threatening to destroy the city.
1516	Peter Duncan	Peter Duncan	Judy Davis#Sam Neill#F. Murray Abraham	English	Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their "love-child" brought Australia to the brink of civil war. Until now ...
1517	Jay Roach	Mike Myers	Mike Myers#Elizabeth Hurley#Michael York	USA	A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.
1518	Jonathan Mostow	Jonathan Mostow#Jonathan Mostow	Kurt Russell#J.T. Walsh#Kathleen Quinlan	English	A man searches for his missing wife after his car breaks down in the middle of the desert.
1519	Gregor Nicholas	Gregor Nicholas#Johanna Pigott	Aleksandra Vujcic#Julian Arahanga#Rade Serbedzija	New Zealand	Ivan is the fierce patriarch of a family of Croatian refugees in Auckland. Nina is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her ...
1520	Daniel Taplitz	Daniel Taplitz	Aidan Quinn#Courteney Cox#Anthony LaPaglia	English	Seth Warner has reached the end of his rope. Ever since his wife died two years earlier, his world has been in turmoil. He is despondent, his career has fallen apart, even his house has ...
1522	Mo Ogrodnik	Mo Ogrodnik	Monica Keena#Daisy Eagan#Gordon Currie	English	When their abusive parents are killed in a car crash, twin sisters Rosie and Violet vow to run away to Kentucky in search of a better life. While on the road, the girls meet up with Pete, a...
1523	Kiefer Sutherland	Brad Mirman	Kiefer Sutherland#Kim Dickens#Vincent Gallo	English	A group of crooks, an ex con, his friend and a gun crazy gangster plan a drug heist, but not everything goes as planned.
1524	L.A. Puopolo	L.A. Puopolo#Chris Ceraso	Karen Allen#Raymond J. Barry#Michael Dolan	English	A white supremacist returns to his hometown for the first time in years to try and save his parents' relationship.
1525	Ronny Yu	Michael Vickerman#Hugh Kelley	Angus Macfadyen#Mario Yedidia#Marley Shelton	English#Mandarin	A young boy is whisked away to the mythical land of Tao where he becomes the center of a conflict between an evil lord and a group of animal warriors.
1526	Ivan Reitman	Francis Veber#Lowell Ganz	Robin Williams#Billy Crystal#Julia Louis-Dreyfus	USA	A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.
1527	Luc Besson	Luc Besson#Robert Mark Kamen	Bruce Willis#Milla Jovovich#Gary Oldman	English#Swedish#German#Arabic#Egyptian (Ancient)	In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.
1528	Philip Goodhew	Philip Goodhew	Julie Walters#Rupert Graves#Matthew Walker	Canada#UK	Harold Guppy moves into the Beasley household as a lodger. Before long Mrs. Beasley falls for him and eventually ends up in his bed. Her 13-year old daughter Joyce is aware of what is ...
1529	Gregg Araki	Gregg Araki	James Duval#Rachel True#Nathan Bexton	English	Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.
1531	Kevin Bacon	Anne Meredith	Helen Mirren#Kyra Sedgwick#Beau Bridges	English	Chase (Mirren), a lifetime resident of Martha's Vineyard, married Richard (Bridges), and like the area, grew into the Upper-Middle-Class. Her distaste for artificiality leads her to a wild ...
1532	Rusty Cundieff	Rusty Cundieff#Darin Scott	Tisha Campbell-Martin#Rusty Cundieff#Paula Jai Parker	English	Two pairs of best friends - Montel & Clyde and Brandy & Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out ...
1533	Jean-Pierre Dardenne#Luc Dardenne	Luc Dardenne#Jean-Pierre Dardenne	Jérémie Renier#Olivier Gourmet#Assita Ouedraogo	French#Romanian	Roger uses his son Igor to ruthlessly traffic and exploit undocumented immigrants. When one of the immigrants is killed, Igor is guilt-ridden and wants to care for the dead man's family against his father's orders.
1534	Agnès Varda	Agnès Varda	Jean-Claude Drouot#Marie-France Boyer#Marcelle Faure-Bertin	French	François, a young carpenter, lives a happy, uncomplicated life with his wife Thérèse and their two small children. One day he meets Emilie, a clerk in the local post office.
1535	Joe Mantello	Terrence McNally#Terrence McNally	Jason Alexander#Stephen Spinella#Stephen Bogardus	USA	Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's "significant other," who is blind but who ...
1537	Masayuki Suo	Masayuki Suo	Kôji Yakusho#Tamiyo Kusakari#Naoto Takenaka	Japan	A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.
1538	Dee McLachlan	Matthew Horton#Bayard Johnson	Jamie Williams#Billy Campbell#Roddy McDowall	English	Pre-teen jungle boy Mowgli gets to human world and is pursued by P.T.Barnum circus scout Harrison who wants to take him to circus as curiosity. Harrison hires local grandee Buldeo for help ...
1539	Kevin Allen	Kevin Allen#Paul Durden	Llyr Ifans#Rhys Ifans#Dorien Thomas	English	Twin Town opens with wide sweeping shots of seaside Swansea; to be the place of action for the next one and a half hours. The serene setting with miles upon miles of old semi-detached ...
1541	Griffin Dunne	Robert Gordon	Meg Ryan#Matthew Broderick#Kelly Preston	English#French	Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.
1542	Mark Herman	Mark Herman	Pete Postlethwaite#Tara Fitzgerald#Ewan McGregor	English	The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.
1543	David Hare	Wallace Shawn#Wallace Shawn	Mike Nichols#Miranda Richardson#David de Keyser	UK	Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's ...
1544	Steven Spielberg	Michael Crichton#David Koepp	Jeff Goldblum#Julianne Moore#Pete Postlethwaite	USA	A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.
1545	Jacques Doillon	Jacques Doillon#Brune Compagnon	Victoire Thivisol#Delphine Schiltz#Matiaz Bureau Caton	French	A four-year-old girl tries to come to terms with the sudden death of her mother.
1546	None	None	None	English#Japanese#Italian#French	None
1547	None	None	None	Buena Vista Television	None
1548	Emilio Estevez	James Duff#James Duff	Emilio Estevez#Kathy Bates#Martin Sheen	English	Haunted by his experiences in the Vietnam War, a young man returns home and has trouble adjusting back to civilian life, his family and his stern father.
1549	Clare Peploe	James Hadley Chase#Robert Mundi	Bridget Fonda#Russell Crowe#Jim Broadbent	English	Set in the 1950s, Rough Magic tells the story of what happens when a pretty apprentice magician goes to Mexico to escape her fiancé, a wealthy politician, and to find a Mayan shaman who ...
1550	Jonathan Lynn	Sara Bernstein#Gregory Bernstein	Michael Richards#Jeff Daniels#Charlize Theron	English	An actor poses as a lawyer to help his sick friend, and problems develop.
1551	Caroline Thompson	Gertrude Davies Lintz#William Joyce	Rene Russo#Robbie Coltrane#Alan Cumming	English	An eccentric socialite raises a gorilla as her son.
1552	Simon West	Scott Rosenberg	Nicolas Cage#John Cusack#John Malkovich	English#Spanish	Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.
1553	Julia Dyer	Gretchen Dyer	Connie Nelson#Dee Hennigan#Gary Carter	English	High School basketball coach, Dinah Groshardt, falls for the school secretary, Carly Lumpkin, and upsets the entire school in the process.
1554	None	None	None	IMDbPro	None
1555	None	None	None	IMDbPro	None
1556	Jan de Bont	Graham Yost#Jan de Bont	Sandra Bullock#Jason Patric#Willem Dafoe	English#American Sign Language#Portuguese	A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.
1557	Marcus DeLeon	Marcus DeLeon	Lara Flynn Boyle#Danny Nucci#Peter Dobson	English	Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his...
1558	Adrienne Shelly	Adrienne Shelly	Adrienne Shelly#Tim Guinee#Roger Rees	English	Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?
1559	Christian Faber	Aaron Reed	Rick Negron#Kristin Moreu#Denise Faye	English	A backstage Broadway Dance film.
1561	Dana Lustig	Dana Lustig#Annette Goliti Gutierrez	Illeana Douglas#Paulina Porizkova#Julie Warner	English	
1562	Joel Schumacher	Bob Kane#Akiva Goldsman	Arnold Schwarzenegger#George Clooney#Chris O'Donnell	USA#UK	Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.
1563	Finn Taylor	Finn Taylor#Jeffrey D. Brown	David Arquette#Brad Hunt#Cathy Moriarty	USA	Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.
1564	Paul Weiland	Saul Turteltaub	Jean Reno#Mercedes Ruehl#Polly Walker	USA#Italy	Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man ...
1565	Jim Wilson	Eirik Ildahl#Geir Eriksen	Harvey Keitel#Cameron Diaz#Craig Sheffer	English	A prominent judge, his wife, her ex-lover, and their neighbor encounter a dead body that complicates their lives.
1566	Ron Clements#John Musker	Ron Clements#John Musker	Tate Donovan#Susan Egan#James Woods	USA	The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.
1567	Stephen Kay	Neal Cassady#Stephen Kay	Thomas Jane#Keanu Reeves#Adrien Brody	English	Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence....
1568	Yvonne Rainer	Yvonne Rainer	Joanna Merlin#Kathleen Chalfant#Catherine Kellner	English	Mildred and Doris are two middle-aged white women, from very different backgrounds, who become lovers and set up house together. Film explores the pleasures and uncertainties of later-life ...
1569	P.J. Hogan	Ronald Bass	Julia Roberts#Dermot Mulroney#Cameron Diaz	English#French#Italian	When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.
1570	Shin'ya Tsukamoto	Shin'ya Tsukamoto	Tomorô Taguchi#Shin'ya Tsukamoto#Nobu Kanaoka	Japanese	When metal-worshipping fanatics abduct his son, a father unleashes his dormant destructive power, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of metal and tissue. Who dares to defy the ultimate body-hammer?
1571	Cédric Klapisch	Cédric Klapisch	Garance Clavel#Zinedine Soualem#Renée Le Calm	France	Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée's care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe ...
1572	Jean-Luc Godard	Alberto Moravia	Brigitte Bardot#Jack Palance#Michel Piccoli	French#English#German#Italian	Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.
1573	John Woo	Mike Werb#Michael Colleary	John Travolta#Nicolas Cage#Joan Allen	English#Latin	In order to foil a terrorist plot, an FBI agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the FBI agent.
1574	Eric Schaeffer	Eric Schaeffer	Eric Schaeffer#Amanda De Cadenet#Rudolf Martin	English	Cab driver Michael and supermodel Sarah fall in love while her gorgeous husband Phillippe is in Madrid for two months.
1575	Mohsen Makhmalbaf	Mohsen Makhmalbaf	Shaghayeh Djodat#Hossein Moharami#Rogheih Moharami	Iran#France	When an old couple washes their gabbeh - a type of Persian rug - a young woman magically appears and tells them her life story.
1577	Dan Ireland	Novalyne Price Ellis#Michael Scott Myers	Vincent D'Onofrio#Renée Zellweger#Ann Wedgeworth	USA	In Texas in the 1930s, young schoolteacher Novalyne Price meets a handsome, eccentric, interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan ...
1578	Scott Michell	Ray Villis	Oliver Cotton#Tony Bluto#Paul Brightwell	English	The young, bright and decent London tramp Alan Terry accidentally witnesses a mob execution. He gets away, but leaves enough evidence for them to come looking for him among the homeless, ...
1579	None	None	None	French	None
1580	Barry Sonnenfeld	Lowell Cunningham#Ed Solomon	Tommy Lee Jones#Will Smith#Linda Fiorentino	USA	A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
1581	Martha Coolidge	Robert Nelson Jacobs	Jack Lemmon#Walter Matthau#Dyan Cannon	English#Italian#Japanese#Spanish	A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.
1582	William Dear	David Michael Wieger	Jonathan Taylor Thomas#Devon Sawa#Scott Bairstow	English	Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.
1583	Michael Ritchie	Jeff Rothberg	Martin Short#Mara Wilson#Robert Pastorelli	English	Murray is a male fairy godmother, and he's trying to help 8-year-old Anabel to fulfill her "simple wish" - that her father Oliver, who is a cab driver, would win the leading role in a ...
1584	Robert Zemeckis	James V. Hart#Michael Goldenberg	Jodie Foster#Matthew McConaughey#Tom Skerritt	USA	Dr. Ellie Arroway (Jodie Foster), after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.
1585	Shirley Barrett	Shirley Barrett	Miranda Otto#Rebecca Frith#George Shevtsov	English	In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the ...
1586	Ridley Scott	Danielle Alexandra#David Twohy	Demi Moore#Viggo Mortensen#Anne Bancroft	English	A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.
1587	John Milius	Robert E. Howard#John Milius	Arnold Schwarzenegger#James Earl Jones#Max von Sydow	USA#Spain#Mexico	A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.
1588	Sam Weisman	Jay Ward#Dana Olsen	Brendan Fraser#Leslie Mann#Thomas Haden Church	USA	A man raised in the jungle by apes falls in love with a wealthy American heiress.
1589	James Mangold	James Mangold	Sylvester Stallone#Harvey Keitel#Ray Liotta	USA	The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.
1590	Paul W.S. Anderson	Philip Eisner	Laurence Fishburne#Sam Neill#Kathleen Quinlan	English#Latin	A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.
1591	Mark A.Z. Dippé	Todd McFarlane#Alan B. McElroy	Michael Jai White#John Leguizamo#Martin Sheen	English	An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.
1592	Charles Martin Smith	Kevin DiCicco#Paul Tamasy	Michael Jeter#Kevin Zegers#Wendy Makkena	USA#Canada	An unexpected player joins the school basketball team - a circus dog who escaped from a cruel master.
1593	Glenn Gordon Caron	Arleen Sorkin#Paul Slansky	Jennifer Aniston#Jay Mohr#Kevin Bacon	English	A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.
1594	Neil LaBute	Neil LaBute#Neil LaBute	Aaron Eckhart#Matt Malloy#Stacy Edwards	English#American Sign Language	Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.
1595	Sam Pillsbury	Keith Walker#John Mattson	Jason James Richter#August Schellenberg#Annie Corley	English	16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.
1596	Mike Leigh	Mike Leigh	Katrin Cartlidge#Lynda Steadman#Kate Byers	English	2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.
1597	Richard Donner	Brian Helgeland	Mel Gibson#Julia Roberts#Patrick Stewart	USA	A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.
1598	Barbet Schroeder	David Klass	Michael Keaton#Andy Garcia#Brian Cox	English	Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.
1599	Kenneth Johnson	Louise Simonson#Jon Bogdanove	Shaquille O'Neal#Annabeth Gish#Judd Nelson	USA	John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged, he leaves in disgust. When he sees gangs are using ...
1600	Nick Cassavetes	John Cassavetes	Sean Penn#Robin Wright#John Travolta	France#USA	After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.
1601	Bill Duke	Chris Brancato	Laurence Fishburne#Tim Roth#Vanessa Williams	English	Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.
1602	Andy Cadiff	Bob Mosher#Joe Connelly	Christopher McDonald#Janine Turner#Cameron Finley	English	The several misadventures and life-lessons learned by 8-year-old Theodore "Beaver" Cleaver in an entertaining and hilarious tale of a small-town Ohio family and the daily trials and tribunes of life.
1603	Guillermo del Toro	Donald A. Wollheim#Matthew Robbins	Mira Sorvino#Jeremy Northam#Alexander Goodwin	USA	Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.
1604	Brett Ratner	Joel Cohen#Alec Sokolow	Charlie Sheen#Chris Tucker#Heather Locklear	English#French	Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.
1605	Marco Brambilla	Max D. Adams#Max D. Adams	Alicia Silverstone#Benicio Del Toro#Christopher Walken	English	A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.
1606	John Nicolella	Robert E. Howard#Charles Edward Pogue	Kevin Sorbo#Tia Carrere#Thomas Ian Griffith	English	A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.
1608	Wolfgang Petersen	Andrew W. Marlowe	Harrison Ford#Gary Oldman#Glenn Close	USA#Germany	Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.
1609	Kevin Reynolds	Scott Yagemann	Samuel L. Jackson#John Heard#Kelly Rowan	English#Spanish	15 months after being stabbed 9 times by a student at work as a high school teacher in NYC, Mr. Garfield is working in LA as a substitute teacher come full-time. He refuses to be a victim anymore.
1610	John McTiernan	Tom Clancy#Larry Ferguson	Sean Connery#Alec Baldwin#Scott Glenn	English#Russian	In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?
1611	Gus Van Sant	Gus Van Sant	River Phoenix#Keanu Reeves#James Russo	English#Italian#German	Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.
1612	Tony Vitale	Tony Vitale	Nick Scotti#Anthony Barrile#Anthony DeSando	English	Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza ...
1613	Miguel Arteta	Miguel Arteta#Miguel Arteta	Douglas Spain#Efrain Figueroa#Kandeyce Jorden	English#Spanish	Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can...
1614	Frank Oz	Paul Rudnick	Kevin Kline#Joan Cusack#Tom Selleck	English	A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.
